Comments,HateSpeech
তোর দোন কাইটা রাখা উচিৎ ,1
সাওয়ার মধ্যে চুলকায়,1
তুই তো চুদেই কুল পাও না,1
সাওয়ার মধ্যে কচু ভরে দেয়া উচিৎ ,1
খানিক কোথা কার,1
খানকির পোলাকে  ডিম থেরাপি দেওয়া হোক।।,1
চোদাতে চোদাতে সাওয়া ঘেমে গেলো,1
বোকাচোদা গুষ্ঠি ,1
টুনটুনি হলো ধন বাংলা ভাষায়।,1
বোকাচোদা পাওয়া গেছে সবাই সবাইরে দৃষ্টি আকর্ষণ করছি,1
"তাকে এমন শিক্ষা দেওয়া উচিত, যা দেখে কোন কুত্তার বাচ্চা পুরুষ যেন কোন নারীকে নির্যাতন করার সাহস না পায়।",1
"অন্যায় করেও বুইড়া কথা বলে কি চটরফটর, শয়তান, এই লোককে যে আপুটা বিয়ে করছে তাও অনেক, লোকটার বিচার চাই।",1
ভাই মনে হয় এই সেই মাদারচুদ গুলাই,1
এই হালাগো পতন ঘনিয়ে আসছে,1
ক্ষমতার লোভে পাগলা কুত্তা হয়ে গেছে,1
অগো পুটদিয়া জুট ঢুকিয়ে দেয়া দরকার,1
"চাঁদাবাজ, লুটপাটকারীদের সামাজিকভাবে বয়কট করা হোক",1
এইসব শালার পুতেদের কারনে বিএনপির বদনামী,1
ঐ শালাকে আইনের আওতায় আনা দরকার ছিল আপনারা কি বলেন সবাই?,1
"ওরা চোদাইয়া মুড়ি আতাইয়া খাউক, এই সালারা ভালো হবে না, সন্ত্রাসী রয়ে যাবে",1
পাচা লাল করে দেওয়ার জন্য সেনা বাহিনী পাঠানো হোক। শালার পুতেরা শুরু করছে লুটপাট,1
এখন কি করবে চান্দু ধর শালারে মেরে ফেল,1
চোদন দেয়া হোক।,1
ঘোষনা ছাড়া ওর গোহা মারা হোক,1
শাহিন নটির পোলাকে ধরে ফেল ,1
ওরে চুদানির পোয়া,1
এসব কুকুরদের এখনো শিক্ষা হয়নি,1
এদের দল থেকে লাথিয়ে বের করে দিতে হবে,1
গুজবে গুজবে বাংলাদেশ আসল খবরের গোয়া মারা শেষ।,1
চুর বাটপারদের দখলে ক্রিকেট খেলাটার মজাই শেষ,1
আইসিসির হলো ভারতের দালাল,1
কি রে তো নুনু কই,1
দুইটাই নষ্ট,1
এত ভালোবাসা দেইখা তো নুনু কাইটা দিছে ,0
এ জন্য হোলটা কাটছে রে ভাই ,0
এই জন্য তো দোনের আগা নাই,0
"নিষা খোর,",0
এত ভালবাসে বলে নুনু নাই শিখা খেয়ে ফেলছে,0
